sample_id,reference_en,greedy_output,beam_output,delta_chrf
464,"these are ancient dice, made out of sheep's knuckles.","well, this is my lungs, from my lungs.","well, that's my grandmother.",1.109730548749969
465,"before we had awesome game controllers, we had sheep's knuckles.",we had a great career before we had a great career prospect.,we had a great time ago. we had a great time ago.,-12.53188833458628
466,"and these represent the first game equipment designed by human beings, and if you're familiar with the work of the ancient greek historian herodotus, you might know this history, which is the history of who invented games and why.","and why i was a historical-green interface that i was able to play a history, and why i was able to play a great artist, and why i was able to play a little bit of the first place that i was able to play a history.","and it's the first thing that i've been able to use this history, and why i've been able to use this one of the first place that i've been able to play a huge amount of games, and why i've been able to do this.",3.5449104887343985
467,"herodotus says that games, particularly dice games, were invented in the kingdom of lydia, during a time of famine.","he said, ""i'm going to be a long time in a very carefully, a game.""","he said, ""i've invented the queen victor, the queen of games in the queen of games.""",7.723182794524456
468,"apparently, there was such a severe famine that the king of lydia decided they had to do something crazy.","it turns out that it turns out there was a crazy, and it turns out that they needed to do it.","it turns out that it turns out that they needed to do it, and they need to do it.",-7.017609648724193
469,people were suffering. people were fighting.,people were desperate.,people were desperate.,0.0
470,"it was an extreme situation, they needed an extreme solution.",he needed a solution to be a solution to a solution.,he needed a solution for a solution.,-0.8111403122903802
471,"so, according to herodotus, they invented dice games, and they set up a kingdom-wide policy: on one day, everybody would eat, and on the next day, everybody would play games.","so, in the next day, everybody's office, and in the next day, everybody's office, and in the next day, you've got to playground.","so in the next day, the next day, the next day, the next day, everybody invented the next day, everybody invented the next day, everybody had to playground.",1.1199295406423246
472,"and they would be so immersed in playing the dice games, because games are so engaging, and immerse us in such satisfying, blissful productivity, they would ignore the fact that they had no food to eat.","they're not going to keep the games, because they're not going to lose their own, and they're not going to lose their own.","and they're not going to get out of games, because they're not going to sell it, and they're not going to sell it.",-0.7481184084721555
473,"and then on the next day, they would play games; and on the next day, they would eat.","and in the next day, the next day, i'm going to go.","and in the next day, the next day, the next day.",6.132562692395581
474,"and according to herodotus, they passed 18 years this way, surviving through a famine, by eating on one day, and playing games on the next.","and the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day","and the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day, the next day",0.0
475,"now, this is exactly, i think, how we're using games today.","and this is exactly, exactly, exactly what it's wrong.","and that's exactly, it's exactly what it's exactly.",-7.70659209156657
476,"we're using games to escape real-world suffering -- we're using games to get away from everything that's broken in the real environment, everything that's not satisfying about real life, and we're getting what we need from games.","what we're using games, and we're using games, and we're using a life, and we need to use of games, and we're using games, and we need to use all kinds of games.","and what we're using the real life, we're using games, and we're using games for life, and we're using games. we're using games. we're using games.",2.2613433964720286
477,but it doesn't have to end there.,but it's not necessarily wrong.,but they don't necessarily don't necessarily don't necessarily don't necessarily don't necessarily don't necessarily don't necessarily.,-5.17853992299986
478,this is really exciting.,and that's pretty amazing.,and that's pretty amazing.,0.0
479,"according to herodotus, after 18 years the famine wasn't getting better, so the king decided they would play one final dice game.","the gps dot, they're not going to spend a game, and they're not working on the game.","they're not working on a game, and they're not working on a game.",-4.923983055686508
480,they divided the entire kingdom in half.,they took half half half the u.,they took half half half half the u.s.,-0.5879743028365425
481,"they played one dice game, and the winners of that game got to go on an epic adventure.",and they're going to get one game in one game.,they're just one game in the game layer of the game layer of the game.,1.1516089339657718
482,"they would leave lydia, and they would go out in search of a new place to live, leaving behind just enough people to survive on the resources that were available, and hopefully to take their civilization somewhere else where they could thrive.",they will take a new place for a new place for a new place for a new place for a new place for a new place for a new place for a new place for a new place for a new place for a new place for people to help us to help us to help us to help their place.,"we're going to take a new place where they're going to take a new place where they're going to help their lives, and they're going to help their lives.",5.6760830094511725
483,"now, this sounds crazy, right?","now, this looks like, right?","now, this looks like, isn't it?",-14.936789432465197
484,"but recently, dna evidence has shown that the etruscans, who then led to the roman empire, actually share the same dna as the ancient lydians.","but in fact, the same case of the same wombian estuary, the same wombian mammothbees, the same wombian mammothbees, the same wombian mammothbees, in fact, the same wombian mammothbees are actually the same wombian influen.","but recently, in fact, in fact, in fact, in fact, the same case, the same case, the same case of the same case of the same case of the same case of the same case of the same case of the same womrocko-american males who are actually are actually the same womrockminatorial genes.",4.512641872987086
485,"and so, recently, scientists have suggested that herodotus' crazy story is actually true.","i suggesting the story of scientists, the real story of scientists, and i want to be a story.","i think that scientists have a story, a story of scientists are a real story.",0.4654615821510504
486,"and geologists have found evidence of a global cooling that lasted for nearly 20 years, that could have explained the famine.",and it's a global footprint to the global footprint to 20th of the world can be a global footprint.,"and it's a global footprint by 20 years ago, and it can be a global footprint.",2.4881200752035824
487,so this crazy story might be true.,this story can be a real story.,this story can be a real story.,0.0
488,"they might have actually saved their culture by playing games, escaping to games for 18 years, and then been so inspired, and knew so much about how to come together with games, that they actually saved the entire civilization that way.","they're really excited about how they're really excited about games, and they're really excited about games, and they're really excited about games, and they're very excited about how they're very excited about games, and they're very excited about games.","they're really excited about games, and they're really excited about how they're really excited about games, and then they're really excited about games, and they're really excited about games.",-0.5371579656756218
489,"okay, we can do that.","well, we can do that.","well, we can do that.",0.0
490,we've been playing warcraft since 1994.,"and we're like this game, and we're like this game.","we're like this game, and we're like this game.",-0.27361477531380984
491,that was the first real-time strategy game from the world of warcraft series.,"and that was a series of years ago, or a series of the '70s.",and that was a series of years ago.,-4.227726070341781
492,that was 16 years ago.,it's a 19 years old.,it's a 19 years old.,0.0
493,"they played dice games for 18 years, we've been playing warcraft for 16 years.","and we're not going to say, ""the-year-old.""","and we're going to say, ""i'm not going to say that we're going to say hello.""",-0.28914290791439967
494,i say we are ready for our own epic game.,"now, they've done half a half of the black hole.","now, it's half a half of the black hole.",-1.5924246257985981
495,"now, they had half the civilization go off in search of a new world, so that's where i get my 21 billion hours a week of game-play from.",and i got a week to write a new site from a new york city.,"i've got a week from a week, and i've got a new website.",-0.5112498914800003
496,"let's get half of us to agree to spend an hour a day playing games, until we solve real-world problems.","we're not going to spend half hours of life, even if we're going to get a day.",we've spent half hours of the real hours of the real life on the real life.,-3.119484931542928
497,"now, i know you're asking, ""how are we going to solve real-world problems in games?""","now, i know how do you work in the real life, i know, i'll be able to work, ""what is the real life?""","now, i know how do i'm going to work in the real life, i'm going to work, ""what are we going to work?""",9.274429440472996
498,"well, that's what i've devoted my work to over the past few years, at the institute for the future.","in the past few years, the future.","in the past few years, the future.",0.0
499,"we have this banner in our offices in palo alto, and it expresses our view of how we should try to relate to the future.","we've got a lot about how we're trying to deal with the future, and it's our future of the future.",we're trying to talk about how we're trying to the future of the future of the future of the future of the future of the future of the future of the future.,-4.871957490654619
500,we do not want to try to predict the future.,we don't want to be able to predict.,we don't want to predict the future.,28.610371854300503
501,what we want to do is make the future.,what we want to do is to do is to do.,what we want to do is to do.,1.8213467501194813
502,"we want to imagine the best-case scenario outcome, and then we want to empower people to make that outcome a reality.","and then we want to imagine that the future of the future of the future, and then we want to make the future.","and then we want to imagine that the future, and then we want to make the future.",0.5172276604958768
503,"we want to imagine epic wins, and then give people the means to achieve the epic win.","imagine that, we want to imagine that, and then we want people to be able to be able to get the resources.","imagine that, we want people to be able to imagine that.",-10.896822993970414
504,i'm just going to very briefly show you three games that i've made that are an attempt to give people the means to create epic wins in their own futures.,"i'll show you a little bit of people to create a future, and they're going to create a future of the future.","i'm going to try to create three people to create a future, and they're going to create a future.",-0.1925042957550538
505,this is world without oil.,this is a world without a world.,this is a world without a world.,0.0
506,we made this game in 2007.,this game changerald's a game changer.,this game changerald's a game changer.,0.0
507,this is an online game in which you try to survive an oil shortage.,this is a game in the game of the game layer of the game layer of the game layer of the game.,"this is a game in a game, where you're going to spend a game.",3.1098249434556777
508,"the oil shortage is fictional, but we put enough online content out there for you to believe that it's real, and to live your real life as if we've run out of oil.",but we're also interested in the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the,"it's a real game, but we're going to be a real-time invention of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer of the game layer.",6.4685818095033465
509,"to post videos, to post photos.",and the dinosaur.,and i'm going to go ahead.,0.36115437776553705
510,"we piloted this game with 1,700 players in 2007, and we've tracked them for the three years since.","we've been talking to about 6,000 years ago.","we've done a couple of years ago, and we've got a couple of years ago.",6.778182465965056
511,and i can tell you that this is a transformative experience.,and i can say it's a experience of experience.,i can tell you that it's a experience of experience.,15.26606797589075
512,"nobody wants to change how they live, just because it's good for the world, or because we're supposed to.",nobody wants to change the world because it's not just because it's a way to change.,"nobody wants to change, because nobody wants to change.",-19.0439552967979
513,"but if you immerse them in an epic adventure and tell them, ""we've run out of oil.","but if they can take them to them to them, ""theonia.""","but if you look at them, they're going to get them.""",1.8020307543977907
514,this is an amazing story and adventure for you to go on.,this is a story of a story.,this is a story for you.,3.4677112748817045
515,"challenge yourself to see how you would survive,"" most of our players have kept up the habits that they learned in this game.",most of us are going to get the game that we're going to do with a game that we're going to do with a game.,most of the game that you're going to get yourself in the game that most of the game that we're going to do.,5.015003584653861
516,"so for the next world-saving game, we decided to aim higher -- bigger problem than just peak oil.","the next game changer, because the next game changer king of the next game changer, we decided to be the world, because the next game changer.","the next game changer, because the next game changer king of the next game changer, we didn't want to solve the world.",-5.768249712899145
517,we did a game called superstruct at the institute for the future.,we've been a game that's a game changer.,we're going to create the future of the future of the future.,12.019156319245596
518,"and the premise was, a supercomputer has calculated that humans have only 23 years left on the planet.","it was a year, and it was a complete man named jefferson.",it's been estimated that it's been estimated by a year.,-0.5458340924895939
519,"this supercomputer was called the global extinction awareness system, of course.","and of course, this is a global system.","and of course, this is a global system.",0.0
520,we asked people to come online -- almost like a jerry bruckheimer movie.,"we asked people to get a manus, like a manus.","and we asked people like a lot of people, and we've never asked them.",-0.343162514564316
521,"you know jerry bruckheimer movies, you form a dream team -- you've got the astronaut, the scientist, the ex-convict, and they all have something to do to save the world.","you know, because the world's a team of the world, you all know, you're all know, the world, the world, you're all around the world, because the world, the world, the world, the world, the world, you have the world, you have the world, and you have the world, because the world, you have a place.","you all know, you all know, because the world, you all know, you're all know, you're all around the world, because the world're all around the world, you're all around the world, you're all around the world.",-4.73960467086977
522,"but in our game, instead of just having five people on the dream team, we said, ""everybody's on the dream team, and it's your job to invent the future of energy, the future of food, the future of health, the future of security and the future of the social safety net.""","but in our future, we said, we're just about the future, we're just about the future, and we're just about the future of the future of the future, and we're just about the future of the future of the future of the future, and we're just about the future, and we're just about the future of the future, and we","but in our future, we're not just about the future of the future of the future of the future of the future of the future of the future, the future of the future of the future of the future, the future of the future of the future of the future of the future, the future of the future of the future, the future of the future of the future of the future,",-4.082053900000705
523,"we had 8,000 people play that game for eight weeks.",we had a couple of weeks ago.,we had a couple of weeks ago.,0.0
524,"they came up with 500 insanely creative solutions that you can go online, google ""superstruct,"" and see.",and you can go to google and see the other words of the web.,"and you can go back to google, and you can't do that.",-2.959464231973591
525,"so, finally, the last game, we're launching it march 3rd. this is a game done with the world bank institute.","and finally, finally, this is a game changerald's a game changer, and now, and now, this game changerald's a game changer.","and finally, finally, finally, this is a game changerald's a game changerald's a game.",-0.6325802616456926
526,"if you complete the game, you will be certified by the world bank institute as a social innovator, class of 2010.","if the national bank, the international international international international international international international international international international international international international international international international international international.","if the national bank, the great britain, how many of the international international international international international international international international cost.",5.09387224676029
527,"working with universities all over sub-saharan africa, and we are inviting them to learn social innovation skills.","and social education, social skills, social skills, social skills, education, education is a social investment.","and we're working with social skills, social skills, social skills, social skills and social skills.",2.9632245011984892
528,"we've got a graphic novel, we've got leveling up in skills like local insight, knowledge networking, sustainability, vision and resourcefulness.","we have a story, like, we have a story, like the local community, and the local community, we have a story of the local community, and the local community, we have a story.","we have a story, we have a story, like a story, like a story that we have a story of the local community, in the local community, we have a story.",-1.3375859246566755
529,"i would like to invite all of you to please share this game with young people, anywhere in the world, particularly in developing areas, who might benefit from coming together to try to start to imagine their own social enterprises to save the world.","i want to encourage you to imagine that the world, because the world, the world, the world's all of the world, the world, the world, all of the world, all of the world, all of the world, all of the world, all of the world, and i want to share them together.","i want to encourage you to imagine that the world, because all of the world's all of the world, all of the world's all the world, and we've got to solve them together.",-0.9496317296763195
530,"so, i'm going to wrap up now.","so now, i'm standing now.","so now, i'm standing now.",0.0
531,i want to ask a question.,i want to ask you a question.,i want to ask you a question.,0.0
532,what do you think happens next?,what do you think about it?,"now, what does it be happening?",-18.37847789962335
533,"we've got all these amazing gamers, we've got these games that are kind of pilots of what we might do, but none of them have saved the real world yet.","we have all these things, but we have a certain kinds of games, and they're not going to save them.","we have all the world, and they're not going to save them to save them, but they're going to save them.",-1.3581887565557658
534,"well i hope you will agree with me that gamers are a human resource that we can use to do real-world work, that games are a powerful platform for change.",i hope that the tools that we can use to use the tools to use the tools to use the tools to use the tools to use the tools to use the game.,and i hope that we can use to use a real estate tool that we can use to use a real estate tool to make a real estate tool to use games.,6.13880220659167
535,"we have all these amazing superpowers: blissful productivity, the ability to weave a tight social fabric, this feeling of urgent optimism and the desire for epic meaning.","we have a real sense of the power of the ability to make the ability to control, and we have this sense of the ability to be a sense of the ability to be a sense of the power, and the ability to be a positive way.","i hope that this is a reality, and we're working on the virtue, and we're going to be able to be able to be able to be able to make this sense of the power, and the ability to be able to make this sense of the power.",-0.4338367599716939
536,"i really hope that we can come together to play games that matter, to survive on this planet for another century.","and that's the task of the task of the planet, and that's the planet, and that's the planet is going to play.","and that's why i'm not going to play games, and this planet, and that's going to play games.",6.524622866687654
537,"that's my hope, that you will join me in making and playing games like this.",and look like this.,and look like this.,0.0
538,"when i look forward to the next decade, i know two things for sure: that we can make any future we can imagine, and we can play any games we want, so i say: let the world-changing games begin.","so when we want to look at the world, we can start to the future, we can start to the future, we can start to the future, we can go to the future, and make the future, we can start to the future.","so when we want to look at the world, i say, we want to go to the future, we can start to the future, we're going to the future.",-3.430010999441503
539,thank you.,thank you.,thank you.,0.0
540,"for some time i have been interested in the placebo effect, which might seem like an odd thing for a magician to be interested in, unless you think of it in the terms that i do, which is, ""something fake is believed in enough by somebody that it becomes something real.""","so if you look at the person who is a real person who is a real person who is a real person who is a real person, ""i'm a real thing to do, and they're doing something that is a real person, so i're doing something that is a real person, and they're doing something like, so i're doing something that're doing","so if you look at what you look like, you look at some point, you look at some point, you look at what you look like, and they're doing is something that're doing, ""well, and they're doing is something that're going to do with something that're going to do with something that're doing.",-0.4485268563467315
541,"in other words, sugar pills have a measurable effect in certain kinds of studies, the placebo effect, just because the person thinks that what's happening to them is a pharmaceutical or some sort of a -- for pain management, for example, if they believe it enough there is a measurable effect in the body called the placebo effect.","so, if you think of a drug that the studies is a drug that the effect of a drug, or a drug that the effect of a drug that the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect, is that the effect of the effect","so, if you think of the studies is something that there's a specific immune system, because the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect,",1.6541685525119476
542,something fake becomes something real because of someone's perception of it.,i think that's something really real thing about this thing.,i think that's a real thing about this thing.,-12.004595041648184
543,"in order for us to understand each other, i want to start by showing you a rudimentary, very simple magic trick.","and even if i want to start a simple thing, we're very simple.","and so i want to start with a simple thing, we're very simple.",-0.8145876085398456
544,and i'm going to show you how it works. this is a trick that's been in every children's magic book since at least the 1950s.,"and i'm going to talk about this time ago, and i'm going to you about the 195 years ago.","and i'm going to show you a couple of years ago, and i'm going to talk about this little bit of years ago.",3.1226402582112343
545,i learned it myself from cub scout magic in the 1970s.,"i learned a lot of people in the '70s, and i learned it.",i've learned that i've learned in the early years of my own reflection of my own reflection.,-6.466860205731429
546,"i'll do it for you, and then i'll explain it.","and then i'm going to explain it, i'll show it.","and then i'm going to explain it, i'm going to explain it.",-3.63172191832291
547,and then i'll explain why i explained it.,"and in the end, why i'm going to explain why i'm going to explain why i'm going to explain it.","and in the end, i'm going to explain why i'm going to explain why i'm going to explain why i'm going to explain it.",-3.0193149816403633
548,"so, here's what happens.","so, what happens.","so, what's going to happen.",-25.69868447356646
549,"the knife, which you can examine; my hand, which you could examine.","you can see, as you can see, as you can see, as you can see, you can see, you can see, you can see it.","you can see, as you can see, as you can see, as you can see, as you can see it.",1.0275416132623771
550,i'm just going to hold the knife in my fist like this.,i'll show you the next door frame to get the next door.,so i'm going to show you the next door frame to get the next door.,8.891772327382002
551,i'll get my sleeve back.,i'm going to go to the bed.,i'm going to go back to the bed.,7.20922794155428
552,and to make sure nothing goes up or down my sleeve i'm just going to squeeze my wrist right here.,i'm going to be able to be able to make sure how much blame with a chip with a chip with a chip.,i'm going to be able to be able to be able to make sure how much blame with sure that i'm going to be able to be able to be able to be able to make sure how much blame.,1.1374762608044051
553,"that way you can see that at no time can anything travel, as long as i'm squeezing there nothing can go up or down my sleeve.","so, you can't be here, how many of the audience can't be here.","and so, you can't be here, how much you can't be here.",-2.232887154676755
554,and the object of this is quite simple.,and this is a very easy thing.,and that's very easy.,-11.158254606744533
555,"i'm going to open my hand, and hopefully, if all is well, my pure animal magnetism will hold the knife.","if you'll be able to pick up, you'll be able to pick up, everything, you'll see everything, you'll see everything.","if you're going to pick a magnetic field, you'll be able to pick a magnetic field.",8.077096292492135
556,"in fact it's held so tightly in place that i can shake it, and the knife does not come off.","i can't get a bit of the truth, and i can't get it.","in fact, i can't be able to put it into the actual buttons.",4.2398314779788215
557,"nothing goes up or down my sleeve, no trickery. and you can examine everything.","you can see everything, it's not a little bit of everything that's a little bit of the hole.","you can't see everything, where everything is not a little bit of it's going to see.",2.3446151356421403
558,"so, this is a trick that i often teach to young children that are interested in magic, because you can learn a great deal about deception by studying this very -- even though it's a very simple trick methodologically.","so you know, it's very simple, because it's very simple, and i've learned about it's very simple, and learning about it's very simple, and learning about it's very simple.","so you know, it's very simple, because it's very simple, but you can learn about it's very simple, and learning about it's very simple.",1.663378957491311
559,probably many of you in the room know this trick.,most of you know that's the audience know that's the audience here.,"most of you know, here's the audience know that's the audience.",0.343506264486777
560,what happens is this.,the thing that happened: it happened.,the thing that happened: it happened.,0.0
561,i hold the knife in my hand.,the mother is a battlefield.,it's a shame.,-7.569977345121549
562,"i say i'm going to grab hold of my wrist to make sure nothing goes up or down my sleeve, that is a lie.","and then i said, ""i'm going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to","and then i said, ""i'm going to be happy, i'm going to be able to be able to be able to be able to be able to be able to be able to make sure how much of this.",16.032684626484563
563,the reason i'm holding onto my wrist is because that's actually the secret of the illusion.,this is a reason why i'm going to get this is actually a real-time.,this is a reason why i'm going to be able to go with this.,-7.946487016035199
564,"in a moment when my hand moves from facing you to being away from you, this finger right here, my index finger is just going to shift from where it is, to a position pointing out like this.","the next door that you will come to the next door of the next door, where you're going to go to the next door, and take you're going to the next door of the next door of the next door.","the next thing that you're going to go to the next door of the next door, where you're going to go to the next door of this is going to your hand.",1.8278701607611687
565,nice one.,very beautiful.,it's very beautiful.,-0.5797101449275361
566,someone who didn't have a childhood is out there.,somebody looks like a while there.,somebody looks like this.,-10.370466768830799
567,"so, it goes like this, from here, right.","so, here's a little bit of it.","so here, you start to start.",-0.8625589796224773
568,and as i move around my finger shifts.,i do my own hands when i do my own hands.,when i do my body disappointed.,-2.418112790992822
569,"and we could talk about why this is deceptive, why you don't notice there are only three fingers down here, because the mind, and the way it processes information, it doesn't count, one, two, three. it groups them.","and we can't just tell you, why it's all the brain is that there's one of the brain, and you can's all the brain, and you're not just about the brain, because there're not just about the brain, there's the brain, there's the brain, and you're not just one of the brain, there'","and we can't talk about the reason that there's why there's no difference, because there's no one of the brain, there's no way that you can's no difference that's no difference, and you's the brain, you can're not just about the brain, there's the brain.",4.276988833678104
570,but that's not really what this is about. right? and then i open my hand up.,"but that's not a mistake, right?","but that's not all i'm going to do it, right?",1.4814609100747695
571,"obviously it's clinging there, not by animal magnetism, but by chicanery, my index finger being there.","there's no evidence that there's no evidence, there's no evidence that are no evidence, there's no evidence, underlying gravity.","there's no evidence that there's no evidence, there's no evidence of gravity, there's no evidence, underlying gravity.",0.8921402486680883
572,"and then when i close my finger, same thing, as i move back, this motion kind of covers the moving back of my finger.","and when i do this thing, i do, i do, i do this thing, i do, i do is a lot of my hand, and when i do with a lot of my hand.","and when i do the same thing, i do, i'm going to be able to do this thing, and when i'm going to be able to do it.",5.323947652028494
573,i take this hand away. you give the knife out.,and then i got this one of my hand.,and then it's going to be able to put it up with my hands.,-0.15675974039034912
574,there is a trick you can do for your friends and neighbors. thanks.,thank you. thank you.,you can do it with your friends. thank you.,25.32864840926721
575,"now, what does that have to do with the placebo effect?","now, what is it going to be a drug.","now, what does this value?",13.858125679255053
576,i read a study a year or so ago that really blew my mind wide open.,"i've been fascinated by a study by a study by a study study by a study study study, i've been fascinated by a study by a year ago.","it's about two years ago, it's about two years ago. it's about two years ago.",-5.936776250941287
577,"i'm not a doctor or a researcher, so this, to me, was an astonishing thing.","so i'm not a wonderful thing, and i'm not really interesting.","so i'm not a wonderful thing, and i'm not really interesting.",0.0
578,"it turns out that if you administer a placebo in the form of a white pill, that's like aspirin shaped -- it's just a round white pill -- it has some certain measurable effect.","as if you get a mouse, you have a little bit like a little bit of the effect on the shape of the shape of the shape of the shape of the shape of the shape of the shape of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of","it's like the shape, if it's called the shape of the shape of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect of the effect, it's called the effect of the effect of the effect.",-1.1706570793033322
579,"but if you change the form that you give the placebo in, like you make a smaller pill, and color it blue, and stamp a letter into it, it is actually measurably more effective.","but if you get the nuclei, you can see the blue, the blue, the blue, the blue-speaker, the nuclei, the way you're going to be the nuclei, and the nuclei, and the nuclei, and the nuclei, and the nuclei, and they're going on the nuclei, and they're going to be the","but if you look at the nuclei, if you're going to be able to be able to be able to be able to be able to be able to get the nuclei, and see what you're going on.",-0.8950433259982269
580,even though neither one of these things has any pharmaceutical -- they're sugar pills.,it's not just the first thing -- it's not just the first thing -- it's not just the first thing.,it's not just the first thing -- it's not just a second effect.,-1.2695833007506057
581,but a white pill is not as good as a blue pill.,but the male lions is not the better than the monkeys.,but it's not better than the monkeys.,-3.607579474231109
582,what? that really flipped me out.,what do you get this?,what do you have to get this?,1.8313470286142568
583,"turns out though, that that's not even where it stops.",and yet that's not the thing.,"and yet, that's not all of this.",-2.7933232241053325
584,"if you have capsules, they're more effective than tablets in any form.","if you have a lot of luxury, you have a lot of luxury, you have a lot of luxury.","if you have a lot of luxury, you have a lot of flexibility.",1.3589143204860576
585,"a colored capsule, that's yellow on one end and red on the other is better than a white capsule.",the first one of the best is the best part of the best of the best flames of the best flock.,"the first one of the other creature of the best flock, the best part of the best flock.",6.584961985387396
586,dosage has something to do with this.,it's a body that's a body in a body.,it's the amount of it.,-2.093807308900688
587,one pill twice a day is not as good at three pills -- i don't remember the statistic now. sorry.,i remember the statistics -- not just one of the most important thing i remember -- i remember -- i remember the worst criminals.,"i remember, i remember, not just one of the worst criminals. i'm not just one. i'm going to show you know.",-11.422624879353393
588,but the point is ...,but the result is the same.,but it's kind of like.,-13.127368984316874
589,... these dosages have something to do with it.,it's a great amount of it.,it's a great amount of it.,0.0
590,and the form has something to do with it.,and the shape of that's also about this.,and it's also a relationship with that.,-2.9051594725259946
591,"and if you want the ultimate in placebo, you've go to the needle.","and if you want to get a doctor, you need to get a doctor.",and if you want to have to have to have to have to have to have to have to have to have to have to have to have to have to have to get a pillow.,-8.370503309974492
592,"right? a syringe with some inert -- a couple ccs of some inert something, and you inject this into a patient ...","so, what do you do you do to do with me -- that's a couple of minutes -- it's a couple of minutes -- it's a couple of minutes.",so what do you take a couple of minutes -- it's a couple of minutes -- it's a couple of minutes -- it's a couple of minutes -- it's not a couple of minutes. right?,2.035476881460358
593,"well this is such a powerful image in their mind, it's so much stronger than the white pill.","well, in fact, it's a lot of the monkeys that's a lot of the monkeys.","well, in fact, it's actually a lot of the monkeys that's a lot of the monkeys.",0.5525356993871
594,"it's a really, this graph, well i'll show it to you some other time when we have slides.","it's really a bit of this, when we have another opportunity to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able","it's really going to show you a little bit of this image, when we have another opportunity.",12.967583849301075
595,the point is the white pill is not as good as the blue pill is not as good as the capsule is not as good as the needle.,"the blue line is a complete fat-like, like a complete fat-like, like a complete body.","it's like the blue algae, like swiss army knife, like the blueprints like the blue algae.",2.2004426003003825
596,"and none of it has any real pharmaceutical quality, it's only your belief that makes it real in your body and makes a stronger effect.",and you're just one of the effect that you have to use it to use it to be able to use it to use it to use it to be a real impact on your body.,it's just one of your body that i'm going to show you a real impact on inside your body.,-3.202744804967299
597,i wanted to see if i could take that idea and apply it to a magic trick.,if i want to go to the idea of this idea of the idea of the idea of the idea of the idea.,"so if i want to take this idea, i want to go to the idea of this idea.",5.691052031897101
598,and take something that is obviously a fake trick and make it seem real.,it's a real thing that it was a real thing that it was a real thing.,"but obviously, it's a real thing that if it's a real thing.",10.246028911168583
599,"and we know from that study that when you want reality, you go to the needle.","and as you want to know, it's actually a little bit of the fact that's actually a little bit of the original group.","and as we know, as you want to do something that's a group.",0.3844150012421217
600,"this is a seven-inch hatpin. it's very, very sharp, and i'm going to just sterilize it a tiny bit.","it's very little bit about it's very little bit about it, and i want to use it's very little bit about it.","it's a very little bit about it's very little bit, and i want to do it's very little bit about it. it. it's very little bit like to do it.",-0.35756956042006394
601,this is really my flesh. this is not damian's special-grown flesh.,this is not a way that i'm not a kind of a kind of a kind of a kind of a kind of controversy.,that's not the real way that it's not a kind of the real way.,-3.9287443687427874
602,that's my skin right there. this is not a hollywood special effect.,here's no effect on this.,here's the effect of this. this is not the effect.,15.6301548362142
603,i'm going to pierce my skin and run this needle through to the other side.,now i'm going to show you a second one of the second birthday.,now i'm going to show you the second one of the second one.,0.5693672217499177
604,"if you're queasy -- if you faint easily -- i was doing this for some friends in the hotel room last night, and some people that i didn't know, and one woman almost passed out.","if i've been a woman -- i've been a woman who've been there, i've been a young woman who've been a young woman -- i know if you've been a woman who've been a woman who've been a woman -- i've been a woman who've been a young woman -- i've been a young woman -- i",if i've got a woman -- i don't know if you've got a woman -- i've got a woman -- i've got a young woman -- i've been there've got a woman -- i've got a young woman -- i've got to know if you've got a young woman -- i've got a woman -- i've,4.206267060381666
605,"so, i suggest if you get queasy easy that you look away for about the next 30 -- in fact, you know what, i'll do the first bad part behind it.","so i'm going to look at the first time, i'm going to look at the first time, i'm going to look at the first time, i'm going to look at the first one, i'm going to look at 30 seconds, and i'm going to look at the end of the first time.","so i'm going to look at the first time, i'm going to look at 30 seconds, i'm going to look at the first time, i'm going to look at 30 seconds.",-0.1751944267735972
606,"you'll get to see, you can look away too if you'd like to.","you can look at the interface, you can see you can see it.","you can look at it, you can look at it.",-3.750486723869926
607,"so, here is what happens, right here, the beginning of my flesh at the lower part of my arm i just make a little pierce.","so this is a small part of the lower, and i've got a small part of the slide here, and i've got a little bit of the slide here.","so this is what happens here, i've got a small part of a small part of the car, and i've got a small part of the slide here.",1.3872826127662314
608,"i'm sorry, man. am i freaking you out?","do you know, i'm sorry?",i'm sorry? i'm sorry.,-2.2289626167049086
